Date,momentum_score_z_weight,liquidity_1m_z_weight,volatility_score_z_weight
1998-12-31,0.3333333333,0.3333333333,0.3333333333
1999-01-31,0.3333333333,0.3333333333,0.3333333333
1999-02-28,0.3333333333,0.3333333333,0.3333333333
1999-03-31,0.3333333333,0.3333333333,0.3333333333
1999-04-30,0.3333333333,0.3333333333,0.3333333333
1999-05-31,0.3333333333,0.3333333333,0.3333333333
1999-06-30,0.3333333333,0.3333333333,0.3333333333
1999-07-31,0.3333333333,0.3333333333,0.3333333333
1999-08-31,0.3333333333,0.3333333333,0.3333333333
1999-09-30,0.3333333333,0.3333333333,0.3333333333
1999-10-31,0.3333333333,0.3333333333,0.3333333333
1999-11-30,0.3333333333,0.3333333333,0.3333333333
1999-12-31,0.3333333333,0.3333333333,0.3333333333
2000-01-31,0.3333333333,0.3333333333,0.3333333333
2000-02-29,0.3333333333,0.3333333333,0.3333333333
2000-03-31,0.3333333333,0.3333333333,0.3333333333
2000-04-30,0.3333333333,0.3333333333,0.3333333333
2000-05-31,0.3333333333,0.3333333333,0.3333333333
2000-06-30,0.3333333333,0.3333333333,0.3333333333
2000-07-31,0.3333333333,0.3333333333,0.3333333333
2000-08-31,0.3333333333,0.3333333333,0.3333333333
2000-09-30,0.3333333333,0.3333333333,0.3333333333
2000-10-31,0.3333333333,0.3333333333,0.3333333333
2000-11-30,0.3333333333,0.3333333333,0.3333333333
2000-12-31,0.3333333333,0.3333333333,0.3333333333
2001-01-31,0.3333333333,0.3333333333,0.3333333333
2001-02-28,0.3333333333,0.3333333333,0.3333333333
2001-03-31,0.3333333333,0.3333333333,0.3333333333
2001-04-30,0.3333333333,0.3333333333,0.3333333333
2001-05-31,0.3333333333,0.3333333333,0.3333333333
2001-06-30,0.3333333333,0.3333333333,0.3333333333
2001-07-31,0.3333333333,0.3333333333,0.3333333333
2001-08-31,0.3333333333,0.3333333333,0.3333333333
2001-09-30,0.3333333333,0.3333333333,0.3333333333
2001-10-31,0.3333333333,0.3333333333,0.3333333333
2001-11-30,0.3333333333,0.3333333333,0.3333333333
2001-12-31,0.3333333333,0.3333333333,0.3333333333
2002-01-31,0.3333333333,0.3333333333,0.3333333333
2002-02-28,0.3333333333,0.3333333333,0.3333333333
2002-03-31,0.3333333333,0.3333333333,0.3333333333
2002-04-30,0.3333333333,0.3333333333,0.3333333333
2002-05-31,0.3333333333,0.3333333333,0.3333333333
2002-06-30,0.3333333333,0.3333333333,0.3333333333
2002-07-31,0.3333333333,0.3333333333,0.3333333333
2002-08-31,0.3333333333,0.3333333333,0.3333333333
2002-09-30,0.3333333333,0.3333333333,0.3333333333
2002-10-31,0.3333333333,0.3333333333,0.3333333333
2002-11-30,0.3333333333,0.3333333333,0.3333333333
2002-12-31,0.3333333333,0.3333333333,0.3333333333
2003-01-31,0.3333333333,0.3333333333,0.3333333333
2003-02-28,0.3333333333,0.3333333333,0.3333333333
2003-03-31,0.3333333333,0.3333333333,0.3333333333
2003-04-30,0.3333333333,0.3333333333,0.3333333333
2003-05-31,0.3333333333,0.3333333333,0.3333333333
2003-06-30,0.3333333333,0.3333333333,0.3333333333
2003-07-31,0.3333333333,0.3333333333,0.3333333333
2003-08-31,0.3333333333,0.3333333333,0.3333333333
2003-09-30,0.3333333333,0.3333333333,0.3333333333
2003-10-31,0.3333333333,0.3333333333,0.3333333333
2003-11-30,0.3333333333,0.3333333333,0.3333333333
2003-12-31,0.3333333333,0.3333333333,0.3333333333
2004-01-31,0.3333333333,0.3333333333,0.3333333333
2004-02-29,0.3333333333,0.3333333333,0.3333333333
2004-03-31,0.13333333332,0.73333333332,0.13333333332
2004-04-30,0.3333333333,0.3333333333,0.3333333333
2004-05-31,0.3337118604520213,0.13333333332,0.5329548061879787
2004-06-30,0.6269401054414904,0.13908435052625517,0.23397554399225445
2004-07-31,0.309193480008194,0.445864149405401,0.24494237054640502
2004-08-31,0.13333333332,0.73333333332,0.13333333332
2004-09-30,0.5422281051681519,0.32443856147184813,0.13333333332
2004-10-31,0.13333333332,0.7133245001338021,0.15334216650619784
2004-11-30,0.73333333332,0.13333333332,0.13333333332
2004-12-31,0.73333333332,0.13333333332,0.13333333332
2005-01-31,0.6534385219041606,0.21322814473583934,0.13333333332
2005-02-28,0.28262510754844283,0.13333333332,0.5840415590915571
2005-03-31,0.3333333333,0.3333333333,0.3333333333
2005-04-30,0.13333333332,0.13333333332,0.73333333332
2005-05-31,0.73333333332,0.13333333332,0.13333333332
2005-06-30,0.6776231812511139,0.13333333332,0.18904348538888607
2005-07-31,0.6484131309555771,0.21825353568442296,0.13333333332
2005-08-31,0.5709828283309193,0.29568383830908074,0.13333333332
2005-09-30,0.23382372099665666,0.6328429456433433,0.13333333332
2005-10-31,0.73333333332,0.13333333332,0.13333333332
2005-11-30,0.6800541452904239,0.1866125213495761,0.13333333332
2005-12-31,0.49379732641144913,0.3728693402285508,0.13333333332
2006-01-31,0.13333333332,0.5512199707710632,0.3154466958689368
2006-02-28,0.3333333333,0.3333333333,0.3333333333
2006-03-31,0.13333333332,0.73333333332,0.13333333332
2006-04-30,0.2670776669495891,0.5995889996904109,0.13333333332
2006-05-31,0.3333333333,0.3333333333,0.3333333333
2006-06-30,0.13333333332,0.4329374872748263,0.43372917936517363
2006-07-31,0.3333333333,0.3333333333,0.3333333333
2006-08-31,0.3333333333,0.3333333333,0.3333333333
2006-09-30,0.13333333332,0.6306734161786168,0.23599325046138314
2006-10-31,0.3333333333,0.3333333333,0.3333333333
2006-11-30,0.1538433378414501,0.5652689883483113,0.2808876737702386
2006-12-31,0.3333333333,0.3333333333,0.3333333333
2007-01-31,0.3333333333,0.3333333333,0.3333333333
2007-02-28,0.3333333333,0.3333333333,0.3333333333
