Date,portfolio_return,selected_symbols,turnover,transaction_cost_rate,net_portfolio_return
2001-12-31,-0.015751597901415854,"XLB,XLI,XLV",1.0,0.0014317167757063,-0.017183314677122155
2002-01-31,0.02548190208478133,"XLI,XLV,XLY",0.6666666666666666,0.00092197553077665,0.024559926554004678
2002-02-28,0.041352315211940605,"XLU,XLV,XLY",0.6666666666666666,0.00151186302129735,0.03984045219064326
2002-03-31,-0.03157560312641912,"XLU,XLV,XLY",0.0,0.0,-0.03157560312641912
2002-04-30,-0.0018376438808448783,"XLP,XLU,XLV",0.6666666666666666,0.0011807518152428332,-0.0030183956960877114
2002-05-31,-0.07536640631270822,"XLP,XLV,XLY",0.6666666666666666,0.0006934231602542999,-0.07605982947296251
2002-06-30,-0.042734067017496116,"XLI,XLP,XLV",0.6666666666666666,0.0010140245623219998,-0.04374809157981811
2002-07-31,0.0080983677969233,"XLI,XLV,XLY",0.6666666666666666,0.0022972111752610335,0.005801156621662267
2002-08-31,-0.08883075311586038,"XLI,XLV,XLY",0.0,0.0,-0.08883075311586038
2002-09-30,0.0583277973537392,"XLI,XLV,XLY",0.0,0.0,0.0583277973537392
2002-10-31,0.07294935202157256,"XLB,XLI,XLY",0.6666666666666666,0.0021321781844376333,0.07081717383713493
2002-11-30,-0.056193460962026556,"XLB,XLV,XLY",0.6666666666666666,0.0013325408487067333,-0.057526001810733286
2002-12-31,-0.02698287025879368,"XLI,XLK,XLV",1.3333333333333333,0.003584444547708499,-0.03056731480650218
2003-01-31,-0.010951117521478704,"XLI,XLK,XLV",0.0,0.0,-0.010951117521478704
2003-02-28,0.010373653775344382,"XLI,XLK,XLV",0.0,0.0,0.010373653775344382
2003-03-31,0.07759240213063963,"XLI,XLK,XLV",0.0,0.0,0.07759240213063963
2003-04-30,0.04453237000643935,"XLI,XLK,XLV",0.0,0.0,0.04453237000643935
2003-05-31,0.0240435895880593,"XLI,XLK,XLV",0.0,0.0,0.0240435895880593
2003-06-30,0.047576369053829115,"XLB,XLI,XLK",0.6666666666666666,0.0012812966435593164,0.0462950724102698
2003-07-31,0.010319921048317396,"XLP,XLV,XLY",1.9999999999999998,0.003759699921810433,0.006560221126506963
2003-08-31,0.01237079346782255,"XLK,XLP,XLU",1.3333333333333333,0.0023454135704091997,0.01002537989741335
2003-09-30,0.029905636045356676,"XLE,XLK,XLU",0.6666666666666666,0.0007924666715225499,0.029113169373834125
2003-10-31,0.00996955333449634,"XLE,XLI,XLU",0.6666666666666666,0.0010600158923619331,0.008909537442134406
2003-11-30,0.04137199515003487,"XLI,XLP,XLY",1.3333333333333333,0.0018719892978858333,0.03950000585214904
2003-12-31,0.00495272430635052,"XLP,XLU,XLY",0.6666666666666666,0.0009513551238365166,0.004001369182514003
2004-01-31,0.03251726821330673,"XLP,XLU,XLY",0.0,0.0,0.03251726821330673
