Date,momentum_score_z_weight,liquidity_1m_z_weight,volatility_score_z_weight
1998-12-31,0.3333333333,0.3333333333,0.3333333333
1999-01-31,0.3333333333,0.3333333333,0.3333333333
1999-02-28,0.3333333333,0.3333333333,0.3333333333
1999-03-31,0.3333333333,0.3333333333,0.3333333333
1999-04-30,0.3333333333,0.3333333333,0.3333333333
1999-05-31,0.3333333333,0.3333333333,0.3333333333
1999-06-30,0.3333333333,0.3333333333,0.3333333333
1999-07-31,0.3333333333,0.3333333333,0.3333333333
1999-08-31,0.3333333333,0.3333333333,0.3333333333
1999-09-30,0.3333333333,0.3333333333,0.3333333333
1999-10-31,0.3333333333,0.3333333333,0.3333333333
1999-11-30,0.3333333333,0.3333333333,0.3333333333
1999-12-31,0.3333333333,0.3333333333,0.3333333333
2000-01-31,0.3333333333,0.3333333333,0.3333333333
2000-02-29,0.3333333333,0.3333333333,0.3333333333
2000-03-31,0.3333333333,0.3333333333,0.3333333333
2000-04-30,0.3333333333,0.3333333333,0.3333333333
2000-05-31,0.3333333333,0.3333333333,0.3333333333
2000-06-30,0.3333333333,0.3333333333,0.3333333333
2000-07-31,0.3333333333,0.3333333333,0.3333333333
2000-08-31,0.3333333333,0.3333333333,0.3333333333
2000-09-30,0.3333333333,0.3333333333,0.3333333333
2000-10-31,0.3333333333,0.3333333333,0.3333333333
2000-11-30,0.3333333333,0.3333333333,0.3333333333
2000-12-31,0.3333333333,0.3333333333,0.3333333333
2001-01-31,0.3333333333,0.3333333333,0.3333333333
2001-02-28,0.3333333333,0.3333333333,0.3333333333
2001-03-31,0.3333333333,0.3333333333,0.3333333333
2001-04-30,0.3333333333,0.3333333333,0.3333333333
2001-05-31,0.3333333333,0.3333333333,0.3333333333
2001-06-30,0.3333333333,0.3333333333,0.3333333333
2001-07-31,0.3333333333,0.3333333333,0.3333333333
2001-08-31,0.3333333333,0.3333333333,0.3333333333
2001-09-30,0.3333333333,0.3333333333,0.3333333333
2001-10-31,0.3333333333,0.3333333333,0.3333333333
2001-11-30,0.3333333333,0.3333333333,0.3333333333
2001-12-31,0.3333333333,0.3333333333,0.3333333333
2002-01-31,0.3333333333,0.3333333333,0.3333333333
2002-02-28,0.3333333333,0.3333333333,0.3333333333
2002-03-31,0.3333333333,0.3333333333,0.3333333333
2002-04-30,0.3333333333,0.3333333333,0.3333333333
2002-05-31,0.3333333333,0.3333333333,0.3333333333
2002-06-30,0.3333333333,0.3333333333,0.3333333333
2002-07-31,0.3333333333,0.3333333333,0.3333333333
2002-08-31,0.3333333333,0.3333333333,0.3333333333
2002-09-30,0.3333333333,0.3333333333,0.3333333333
2002-10-31,0.3333333333,0.3333333333,0.3333333333
2002-11-30,0.3333333333,0.3333333333,0.3333333333
2002-12-31,0.3333333333,0.3333333333,0.3333333333
2003-01-31,0.3333333333,0.3333333333,0.3333333333
2003-02-28,0.3333333333,0.3333333333,0.3333333333
2003-03-31,0.3333333333,0.3333333333,0.3333333333
2003-04-30,0.3333333333,0.3333333333,0.3333333333
2003-05-31,0.3333333333,0.3333333333,0.3333333333
2003-06-30,0.3333333333,0.3333333333,0.3333333333
2003-07-31,0.3333333333,0.3333333333,0.3333333333
2003-08-31,0.3333333333,0.3333333333,0.3333333333
2003-09-30,0.3333333333,0.3333333333,0.3333333333
2003-10-31,0.3333333333,0.3333333333,0.3333333333
2003-11-30,0.3333333333,0.3333333333,0.3333333333
2003-12-31,0.5532895366592469,0.2800437966407532,0.16666666665
2004-01-31,0.16666666665,0.525344014469733,0.3079893188302669
2004-02-29,0.36179509265559645,0.435462894164669,0.20274201312973453
2004-03-31,0.16666666665,0.66666666665,0.16666666665
2004-04-30,0.16666666665,0.16666666665,0.66666666665
2004-05-31,0.4320006084064323,0.16666666665,0.4013327248935677
2004-06-30,0.45021865849762055,0.3831146748023795,0.16666666665
2004-07-31,0.2698089414077087,0.5635243918922913,0.16666666665
2004-08-31,0.436336733882155,0.354621433653892,0.209041832413953
2004-09-30,0.66666666665,0.16666666665,0.16666666665
2004-10-31,0.16666666665,0.36065697299041977,0.47267636030958027
2004-11-30,0.42753334346358385,0.4057999898364161,0.16666666665
2004-12-31,0.66666666665,0.16666666665,0.16666666665
2005-01-31,0.5237980244236398,0.3095353088763602,0.16666666665
2005-02-28,0.66666666665,0.16666666665,0.16666666665
2005-03-31,0.66666666665,0.16666666665,0.16666666665
2005-04-30,0.534637667747349,0.16666666665,0.29869566555265104
2005-05-31,0.66666666665,0.16666666665,0.16666666665
2005-06-30,0.66666666665,0.16666666665,0.16666666665
2005-07-31,0.66666666665,0.16666666665,0.16666666665
2005-08-31,0.17707370481885512,0.16666666665,0.6562596284811448
2005-09-30,0.5196220403454709,0.31371129295452915,0.16666666665
2005-10-31,0.5925464102303064,0.24078692306969351,0.16666666665
2005-11-30,0.16666666665,0.66666666665,0.16666666665
2005-12-31,0.250669320066754,0.582664013233246,0.16666666665
2006-01-31,0.6211538951557426,0.21217943814425735,0.16666666665
2006-02-28,0.3333333333,0.3333333333,0.3333333333
2006-03-31,0.32567110184330395,0.5076622314566961,0.16666666665
2006-04-30,0.66666666665,0.16666666665,0.16666666665
2006-05-31,0.3333333333,0.3333333333,0.3333333333
2006-06-30,0.16666666665,0.66666666665,0.16666666665
2006-07-31,0.66666666665,0.16666666665,0.16666666665
2006-08-31,0.3333333333,0.3333333333,0.3333333333
2006-09-30,0.3333333333,0.3333333333,0.3333333333
2006-10-31,0.66666666665,0.16666666665,0.16666666665
2006-11-30,0.3966035666911546,0.16666666665,0.4367297666088453
2006-12-31,0.6267957225422136,0.16666666665,0.20653761075778637
2007-01-31,0.3333333333,0.3333333333,0.3333333333
2007-02-28,0.3333333333,0.3333333333,0.3333333333
