Date,momentum_score_z_weight,liquidity_1m_z_weight,downside_risk_score_z_weight,volatility_score_z_weight
2010-01-31,0.35,0.15,0.25,0.25
2010-02-28,0.35,0.15,0.25,0.25
2010-03-31,0.35,0.15,0.25,0.25
2010-04-30,0.35,0.15,0.25,0.25
2010-05-31,0.35,0.15,0.25,0.25
2010-06-30,0.35,0.15,0.25,0.25
2010-07-31,0.35,0.15,0.25,0.25
2010-08-31,0.35,0.15,0.25,0.25
2010-09-30,0.35,0.15,0.25,0.25
2010-10-31,0.35,0.15,0.25,0.25
2010-11-30,0.35,0.15,0.25,0.25
2010-12-31,0.35,0.15,0.25,0.25
2011-01-31,0.35,0.15,0.25,0.25
2011-02-28,0.35,0.15,0.25,0.25
2011-03-31,0.35,0.15,0.25,0.25
2011-04-30,0.35,0.15,0.25,0.25
2011-05-31,0.35,0.15,0.25,0.25
2011-06-30,0.35,0.15,0.25,0.25
2011-07-31,0.358974358974359,0.0,0.43589743589743596,0.20512820512820498
2011-08-31,0.41958041958041964,0.0,0.3426573426573427,0.2377622377622377
2011-09-30,0.3698224852071006,0.0,0.3402366863905326,0.28994082840236685
2011-10-31,0.30645161290322576,0.0,0.3978494623655915,0.2956989247311827
2011-11-30,0.25595238095238104,0.0,0.39583333333333337,0.3482142857142857
2011-12-31,0.18076923076923077,0.0,0.41923076923076913,0.39999999999999997
2012-01-31,0.09405940594059403,0.0,0.45049504950495045,0.4554455445544554
2012-02-29,0.002890173410404614,0.0,0.5144508670520231,0.48265895953757226
2012-03-31,0.06010928961748635,0.0,0.4672131147540983,0.4726775956284153
2012-04-30,0.003164556962025305,0.0,0.4968354430379747,0.49999999999999994
2012-05-31,0.05571847507331378,0.0,0.4809384164222874,0.4633431085043988
2012-06-30,0.0,0.0,0.5069444444444445,0.49305555555555547
2012-07-31,0.03363914373088684,0.0,0.5015290519877675,0.4648318042813456
2012-08-31,0.0,0.0,0.5572519083969467,0.44274809160305334
2012-09-30,0.0,0.0,1.0,0.0
2012-10-31,0.0,0.0,0.5161290322580646,0.4838709677419354
2012-11-30,0.0,0.0,0.5517241379310346,0.44827586206896536
2012-12-31,0.35,0.15,0.25,0.25
2013-01-31,0.35,0.15,0.25,0.25
2013-02-28,0.0,0.0,0.4910714285714287,0.5089285714285714
2013-03-31,0.0,0.0,0.5075376884422111,0.49246231155778897
2013-04-30,0.11475409836065571,0.0,0.430327868852459,0.45491803278688514
2013-05-31,0.0,0.13636363636363694,0.18181818181818138,0.6818181818181817
2013-06-30,0.07432432432432436,0.06756756756756765,0.45270270270270263,0.4054054054054054
2013-07-31,0.26136363636363646,0.39772727272727293,0.23863636363636348,0.10227272727272715
2013-08-31,0.21311475409836078,0.0,0.3196721311475409,0.4672131147540983
2013-09-30,0.34857142857142864,0.0,0.2857142857142857,0.36571428571428577
2013-10-31,0.3524904214559388,0.0,0.3065134099616858,0.34099616858237547
2013-11-30,0.3584337349397591,0.0,0.3433734939759036,0.2981927710843374
2013-12-31,0.2787723785166241,0.0,0.38363171355498715,0.3375959079283888
2014-01-31,0.20661157024793392,0.0,0.4214876033057851,0.371900826446281
2014-02-28,0.37545126353790614,0.0,0.34296028880866425,0.2815884476534296
2014-03-31,0.46341463414634154,0.0,0.28658536585365857,0.24999999999999997
2014-04-30,0.5853658536585367,0.0,0.21951219512195122,0.19512195121951215
2014-05-31,0.4068965517241379,0.0,0.33793103448275863,0.2551724137931034
2014-06-30,0.9428571428571428,0.0,9.516197353929911e-17,0.0571428571428571
2014-07-31,0.46969696969696967,0.0,0.22727272727272738,0.303030303030303
2014-08-31,0.6285714285714286,0.0,0.37142857142857155,0.0
2014-09-30,0.0,0.0,0.5268817204301075,0.4731182795698924
2014-10-31,0.0,0.0,1.0,0.0
2014-11-30,0.0,0.0,0.5681818181818181,0.43181818181818177
2014-12-31,0.0,0.0,0.30434782608695654,0.6956521739130436
2015-01-31,0.0,0.0,0.3620689655172414,0.6379310344827586
2015-02-28,0.0,0.0,0.08333333333333333,0.9166666666666666
2015-03-31,0.0,0.0,0.37974683544303794,0.620253164556962
2015-04-30,0.35,0.15,0.25,0.25
2015-05-31,0.0,0.0,0.2708333333333333,0.7291666666666667
2015-06-30,0.0,0.0,0.46280991735537186,0.5371900826446281
2015-07-31,0.07476635514018692,0.02336448598130848,0.41588785046728965,0.4859813084112149
2015-08-31,0.0,0.09302325581395357,0.4476744186046511,0.45930232558139533
2015-09-30,0.16949152542372883,0.08050847457627124,0.36440677966101687,0.385593220338983
2015-10-31,0.0,0.08403361344537823,0.4201680672268907,0.495798319327731
2015-11-30,0.0,0.9433962264150944,0.0,0.05660377358490558
2015-12-31,0.0,0.06060606060606073,0.39393939393939387,0.5454545454545453
2016-01-31,0.0,0.15200000000000005,0.39199999999999996,0.4559999999999999
2016-02-29,0.0,0.0,0.56875,0.43124999999999997
2016-03-31,0.0,0.0,0.573529411764706,0.42647058823529405
2016-04-30,0.0,0.0,0.5945945945945946,0.4054054054054054
2016-05-31,0.0,0.0,0.48148148148148157,0.5185185185185184
2016-06-30,0.0,0.0,1.0,0.0
2016-07-31,0.35,0.15,0.25,0.25
